site	year	rep	specie	Date
15	9	2	9	17
16	9	2	9	17
17	9	2	9	17
18	9	2	9	17
19	9	2	9	17
1	10	2	9	23
2	10	2	9	23
3	10	2	9	23
4	10	2	9	23
5	10	2	9	23
6	10	2	9	23
7	10	2	9	23
8	10	2	9	23
9	10	2	9	23
10	10	2	9	23
11	10	2	9	23
12	10	2	9	23
13	10	2	9	23
14	10	2	9	23
15	10	2	9	23
16	10	2	9	23
17	10	2	9	23
18	10	2	9	23
19	10	2	9	23
1	11	2	9	28
2	11	2	9	28
3	11	2	9	28
4	11	2	9	28
5	11	2	9	28
6	11	2	9	28
7	11	2	9	28
8	11	2	9	28
9	11	2	9	28
10	11	2	9	28
11	11	2	9	28
12	11	2	9	28
13	11	2	9	28
14	11	2	9	28
15	11	2	9	28
16	11	2	9	28
17	11	2	9	28
18	11	2	9	28
19	11	2	9	28
1	12	2	9	56
2	12	2	9	56
3	12	2	9	56
4	12	2	9	56
5	12	2	9	56
6	12	2	9	56
7	12	2	9	56
8	12	2	9	56
9	12	2	9	56
10	12	2	9	56
11	12	2	9	56
12	12	2	9	56
13	12	2	9	56
14	12	2	9	56
15	12	2	9	56
16	12	2	9	56
17	12	2	9	56
18	12	2	9	56
19	12	2	9	56
1	1	1	10	42
2	1	1	10	42
3	1	1	10	42
4	1	1	10	42
5	1	1	10	42
6	1	1	10	42
7	1	1	10	42
8	1	1	10	42
9	1	1	10	42
10	1	1	10	42
11	1	1	10	42
12	1	1	10	42
13	1	1	10	42
14	1	1	10	42
15	1	1	10	42
16	1	1	10	42
17	1	1	10	42
18	1	1	10	42
19	1	1	10	42
1	2	1	10	41
2	2	1	10	41
3	2	1	10	41
4	2	1	10	41
5	2	1	10	41
6	2	1	10	41
7	2	1	10	41
8	2	1	10	41
9	2	1	10	41
10	2	1	10	41
11	2	1	10	41
12	2	1	10	41
13	2	1	10	41
14	2	1	10	41
15	2	1	10	41
16	2	1	10	41
17	2	1	10	41
18	2	1	10	41
19	2	1	10	41
1	3	1	10	18
2	3	1	10	18
3	3	1	10	18
4	3	1	10	18
5	3	1	10	18
6	3	1	10	18
7	3	1	10	18
8	3	1	10	18
9	3	1	10	18
10	3	1	10	18
11	3	1	10	18
12	3	1	10	18
13	3	1	10	18
14	3	1	10	18
15	3	1	10	18
16	3	1	10	18
17	3	1	10	18
18	3	1	10	18
19	3	1	10	18
1	4	1	10	39
2	4	1	10	39
3	4	1	10	39
4	4	1	10	39
5	4	1	10	39
6	4	1	10	39
7	4	1	10	39
8	4	1	10	39
9	4	1	10	39
10	4	1	10	39
11	4	1	10	39
12	4	1	10	39
13	4	1	10	39
14	4	1	10	39
15	4	1	10	39
16	4	1	10	39
17	4	1	10	39
18	4	1	10	39
19	4	1	10	39
1	5	1	10	25
2	5	1	10	25
3	5	1	10	25
4	5	1	10	25
5	5	1	10	25
6	5	1	10	25
7	5	1	10	25
8	5	1	10	25
9	5	1	10	25
10	5	1	10	25
11	5	1	10	25
12	5	1	10	25
13	5	1	10	25
14	5	1	10	25
15	5	1	10	25
16	5	1	10	25
17	5	1	10	25
18	5	1	10	25
19	5	1	10	25
1	6	1	10	31
2	6	1	10	31
3	6	1	10	31
4	6	1	10	31
5	6	1	10	31
6	6	1	10	31
7	6	1	10	31
8	6	1	10	31
9	6	1	10	31
10	6	1	10	31
11	6	1	10	31
12	6	1	10	31
13	6	1	10	31
14	6	1	10	31
15	6	1	10	31
16	6	1	10	31
17	6	1	10	31
18	6	1	10	31
19	6	1	10	31
1	7	1	10	29
2	7	1	10	29
3	7	1	10	29
4	7	1	10	29
5	7	1	10	29
6	7	1	10	29
7	7	1	10	29
8	7	1	10	29
9	7	1	10	29
10	7	1	10	29
11	7	1	10	29
12	7	1	10	29
13	7	1	10	29
14	7	1	10	29
15	7	1	10	29
16	7	1	10	29
17	7	1	10	29
18	7	1	10	29
19	7	1	10	29
1	8	1	10	25
2	8	1	10	25
3	8	1	10	25
4	8	1	10	25
5	8	1	10	25
6	8	1	10	25
7	8	1	10	25
8	8	1	10	25
9	8	1	10	25
10	8	1	10	25
11	8	1	10	25
12	8	1	10	25
13	8	1	10	25
14	8	1	10	25
15	8	1	10	25
16	8	1	10	25
17	8	1	10	25
18	8	1	10	25
19	8	1	10	25
1	9	1	10	17
2	9	1	10	17
3	9	1	10	17
4	9	1	10	17
5	9	1	10	17
6	9	1	10	17
7	9	1	10	17
8	9	1	10	17
9	9	1	10	17
10	9	1	10	17
11	9	1	10	17
12	9	1	10	17
13	9	1	10	17
14	9	1	10	17
15	9	1	10	17
16	9	1	10	17
17	9	1	10	17
18	9	1	10	17
19	9	1	10	17
1	10	1	10	23
2	10	1	10	23
3	10	1	10	23
4	10	1	10	23
5	10	1	10	23
6	10	1	10	23
7	10	1	10	23
8	10	1	10	23
9	10	1	10	23
10	10	1	10	23
11	10	1	10	23
12	10	1	10	23
13	10	1	10	23
14	10	1	10	23
15	10	1	10	23
16	10	1	10	23
17	10	1	10	23
18	10	1	10	23
19	10	1	10	23
1	11	1	10	28
2	11	1	10	28
3	11	1	10	28
4	11	1	10	28
5	11	1	10	28
6	11	1	10	28
7	11	1	10	28
8	11	1	10	28
9	11	1	10	28
10	11	1	10	28
11	11	1	10	28
12	11	1	10	28
13	11	1	10	28
14	11	1	10	28
15	11	1	10	28
16	11	1	10	28
17	11	1	10	28
18	11	1	10	28
19	11	1	10	28
1	12	1	10	27
2	12	1	10	27
3	12	1	10	27
4	12	1	10	27
5	12	1	10	27
6	12	1	10	27
7	12	1	10	27
8	12	1	10	27
9	12	1	10	27
10	12	1	10	27
11	12	1	10	27
12	12	1	10	27
13	12	1	10	27
14	12	1	10	27
15	12	1	10	27
16	12	1	10	27
17	12	1	10	27
18	12	1	10	27
19	12	1	10	27
1	1	2	10	42
2	1	2	10	42
3	1	2	10	42
4	1	2	10	42
5	1	2	10	42
6	1	2	10	42
7	1	2	10	42
8	1	2	10	42
9	1	2	10	42
10	1	2	10	42
11	1	2	10	42
12	1	2	10	42
13	1	2	10	42
14	1	2	10	42
15	1	2	10	42
16	1	2	10	42
17	1	2	10	42
18	1	2	10	42
19	1	2	10	42
1	2	2	10	41
2	2	2	10	41
3	2	2	10	41
4	2	2	10	41
5	2	2	10	41
6	2	2	10	41
7	2	2	10	41
8	2	2	10	41
9	2	2	10	41
10	2	2	10	41
11	2	2	10	41
12	2	2	10	41
13	2	2	10	41
14	2	2	10	41
15	2	2	10	41
16	2	2	10	41
17	2	2	10	41
18	2	2	10	41
19	2	2	10	41
1	3	2	10	18
2	3	2	10	18
3	3	2	10	18
4	3	2	10	18
5	3	2	10	18
6	3	2	10	18
7	3	2	10	18
8	3	2	10	18
9	3	2	10	18
10	3	2	10	18
11	3	2	10	18
12	3	2	10	18
13	3	2	10	18
14	3	2	10	18
15	3	2	10	18
16	3	2	10	18
17	3	2	10	18
18	3	2	10	18
19	3	2	10	18
1	4	2	10	39
2	4	2	10	39
3	4	2	10	39
4	4	2	10	39
5	4	2	10	39
6	4	2	10	39
7	4	2	10	39
8	4	2	10	39
9	4	2	10	39
10	4	2	10	39
11	4	2	10	39
12	4	2	10	39
13	4	2	10	39
14	4	2	10	39
15	4	2	10	39
16	4	2	10	39
17	4	2	10	39
18	4	2	10	39
19	4	2	10	39
1	5	2	10	25
2	5	2	10	25
3	5	2	10	25
4	5	2	10	25
5	5	2	10	25
6	5	2	10	25
7	5	2	10	25
8	5	2	10	25
9	5	2	10	25
10	5	2	10	25
11	5	2	10	25
12	5	2	10	25
13	5	2	10	25
14	5	2	10	25
15	5	2	10	25
16	5	2	10	25
17	5	2	10	25
18	5	2	10	25
19	5	2	10	25
1	6	2	10	31
2	6	2	10	31
3	6	2	10	31
4	6	2	10	31
5	6	2	10	31
6	6	2	10	31
7	6	2	10	31
8	6	2	10	31
9	6	2	10	31
10	6	2	10	31
11	6	2	10	31
12	6	2	10	31
13	6	2	10	31
14	6	2	10	31
15	6	2	10	31
16	6	2	10	31
17	6	2	10	31
18	6	2	10	31
19	6	2	10	31
1	7	2	10	29
2	7	2	10	29
3	7	2	10	29
4	7	2	10	29
5	7	2	10	29
6	7	2	10	29
7	7	2	10	29
8	7	2	10	29
9	7	2	10	29
10	7	2	10	29
11	7	2	10	29
12	7	2	10	29
13	7	2	10	29
14	7	2	10	29
15	7	2	10	29
16	7	2	10	29
17	7	2	10	29
18	7	2	10	29
19	7	2	10	29
1	8	2	10	25
2	8	2	10	25
3	8	2	10	25
4	8	2	10	25
5	8	2	10	25
6	8	2	10	25
7	8	2	10	25
8	8	2	10	25
9	8	2	10	25
10	8	2	10	25
11	8	2	10	25
12	8	2	10	25
13	8	2	10	25
14	8	2	10	25
15	8	2	10	25
16	8	2	10	25
17	8	2	10	25
18	8	2	10	25
19	8	2	10	25
1	9	2	10	17
2	9	2	10	17
3	9	2	10	17
4	9	2	10	17
5	9	2	10	17
6	9	2	10	17
7	9	2	10	17
8	9	2	10	17
9	9	2	10	17
10	9	2	10	17
11	9	2	10	17
12	9	2	10	17
13	9	2	10	17
14	9	2	10	17
15	9	2	10	17
16	9	2	10	17
17	9	2	10	17
18	9	2	10	17
19	9	2	10	17
1	10	2	10	23
2	10	2	10	23
3	10	2	10	23
4	10	2	10	23
5	10	2	10	23
6	10	2	10	23
7	10	2	10	23
8	10	2	10	23
9	10	2	10	23
10	10	2	10	23
11	10	2	10	23
12	10	2	10	23
13	10	2	10	23
14	10	2	10	23
15	10	2	10	23
16	10	2	10	23
17	10	2	10	23
18	10	2	10	23
19	10	2	10	23
1	11	2	10	28
2	11	2	10	28
3	11	2	10	28
4	11	2	10	28
5	11	2	10	28
6	11	2	10	28
7	11	2	10	28
8	11	2	10	28
9	11	2	10	28
10	11	2	10	28
11	11	2	10	28
12	11	2	10	28
13	11	2	10	28
14	11	2	10	28
15	11	2	10	28
16	11	2	10	28
17	11	2	10	28
18	11	2	10	28
19	11	2	10	28
1	12	2	10	56
2	12	2	10	56
3	12	2	10	56
4	12	2	10	56
5	12	2	10	56
6	12	2	10	56
7	12	2	10	56
8	12	2	10	56
9	12	2	10	56
10	12	2	10	56
11	12	2	10	56
12	12	2	10	56
13	12	2	10	56
14	12	2	10	56
15	12	2	10	56
16	12	2	10	56
17	12	2	10	56
18	12	2	10	56
19	12	2	10	56
1	1	1	11	42
2	1	1	11	42
3	1	1	11	42
4	1	1	11	42
5	1	1	11	42
6	1	1	11	42
7	1	1	11	42
8	1	1	11	42
9	1	1	11	42
10	1	1	11	42
11	1	1	11	42
12	1	1	11	42
13	1	1	11	42
14	1	1	11	42
15	1	1	11	42
16	1	1	11	42
17	1	1	11	42
18	1	1	11	42
19	1	1	11	42
1	2	1	11	41
2	2	1	11	41
3	2	1	11	41
4	2	1	11	41
5	2	1	11	41
6	2	1	11	41
7	2	1	11	41
8	2	1	11	41
9	2	1	11	41
10	2	1	11	41
11	2	1	11	41
12	2	1	11	41
13	2	1	11	41
14	2	1	11	41
15	2	1	11	41
16	2	1	11	41
17	2	1	11	41
18	2	1	11	41
19	2	1	11	41
1	3	1	11	18
2	3	1	11	18
3	3	1	11	18
4	3	1	11	18
5	3	1	11	18
6	3	1	11	18
7	3	1	11	18
8	3	1	11	18
9	3	1	11	18
10	3	1	11	18
11	3	1	11	18
12	3	1	11	18
13	3	1	11	18
14	3	1	11	18
15	3	1	11	18
16	3	1	11	18
17	3	1	11	18
18	3	1	11	18
19	3	1	11	18
1	4	1	11	39
2	4	1	11	39
3	4	1	11	39
4	4	1	11	39
5	4	1	11	39
6	4	1	11	39
7	4	1	11	39
8	4	1	11	39
9	4	1	11	39
10	4	1	11	39
11	4	1	11	39
12	4	1	11	39
13	4	1	11	39
14	4	1	11	39
15	4	1	11	39
16	4	1	11	39
17	4	1	11	39
18	4	1	11	39
19	4	1	11	39
1	5	1	11	25
2	5	1	11	25
3	5	1	11	25
4	5	1	11	25
5	5	1	11	25
6	5	1	11	25
7	5	1	11	25
8	5	1	11	25
9	5	1	11	25
10	5	1	11	25
11	5	1	11	25
12	5	1	11	25
13	5	1	11	25
14	5	1	11	25
15	5	1	11	25
16	5	1	11	25
17	5	1	11	25
18	5	1	11	25
19	5	1	11	25
1	6	1	11	31
2	6	1	11	31
3	6	1	11	31
4	6	1	11	31
5	6	1	11	31
6	6	1	11	31
7	6	1	11	31
8	6	1	11	31
9	6	1	11	31
10	6	1	11	31
11	6	1	11	31
12	6	1	11	31
13	6	1	11	31
14	6	1	11	31
15	6	1	11	31
16	6	1	11	31
17	6	1	11	31
18	6	1	11	31
19	6	1	11	31
1	7	1	11	29
2	7	1	11	29
3	7	1	11	29
4	7	1	11	29
5	7	1	11	29
6	7	1	11	29
7	7	1	11	29
8	7	1	11	29
9	7	1	11	29
10	7	1	11	29
11	7	1	11	29
12	7	1	11	29
13	7	1	11	29
14	7	1	11	29
15	7	1	11	29
16	7	1	11	29
17	7	1	11	29
18	7	1	11	29
19	7	1	11	29
1	8	1	11	25
2	8	1	11	25
3	8	1	11	25
4	8	1	11	25
5	8	1	11	25
6	8	1	11	25
7	8	1	11	25
8	8	1	11	25
9	8	1	11	25
10	8	1	11	25
11	8	1	11	25
12	8	1	11	25
13	8	1	11	25
14	8	1	11	25
15	8	1	11	25
16	8	1	11	25
17	8	1	11	25
18	8	1	11	25
19	8	1	11	25
1	9	1	11	17
2	9	1	11	17
3	9	1	11	17
4	9	1	11	17
5	9	1	11	17
6	9	1	11	17
7	9	1	11	17
8	9	1	11	17
9	9	1	11	17
10	9	1	11	17
11	9	1	11	17
12	9	1	11	17
13	9	1	11	17
14	9	1	11	17
15	9	1	11	17
16	9	1	11	17
17	9	1	11	17
18	9	1	11	17
19	9	1	11	17
1	10	1	11	23
2	10	1	11	23
3	10	1	11	23
4	10	1	11	23
5	10	1	11	23
6	10	1	11	23
7	10	1	11	23
8	10	1	11	23
9	10	1	11	23
10	10	1	11	23
11	10	1	11	23
12	10	1	11	23
13	10	1	11	23
14	10	1	11	23
15	10	1	11	23
16	10	1	11	23
17	10	1	11	23
18	10	1	11	23
19	10	1	11	23
1	11	1	11	28
2	11	1	11	28
3	11	1	11	28
4	11	1	11	28
5	11	1	11	28
6	11	1	11	28
7	11	1	11	28
8	11	1	11	28
9	11	1	11	28
10	11	1	11	28
11	11	1	11	28
12	11	1	11	28
13	11	1	11	28
14	11	1	11	28
15	11	1	11	28
16	11	1	11	28
17	11	1	11	28
18	11	1	11	28
19	11	1	11	28
1	12	1	11	27
2	12	1	11	27
3	12	1	11	27
4	12	1	11	27
5	12	1	11	27
6	12	1	11	27
7	12	1	11	27
8	12	1	11	27
9	12	1	11	27
10	12	1	11	27
11	12	1	11	27
12	12	1	11	27
13	12	1	11	27
14	12	1	11	27
15	12	1	11	27
16	12	1	11	27
17	12	1	11	27
18	12	1	11	27
19	12	1	11	27
1	1	2	11	42
2	1	2	11	42
3	1	2	11	42
4	1	2	11	42
5	1	2	11	42
6	1	2	11	42
7	1	2	11	42
8	1	2	11	42
9	1	2	11	42
10	1	2	11	42
11	1	2	11	42
12	1	2	11	42
13	1	2	11	42
14	1	2	11	42
15	1	2	11	42
16	1	2	11	42
17	1	2	11	42
18	1	2	11	42
19	1	2	11	42
1	2	2	11	41
2	2	2	11	41
3	2	2	11	41
4	2	2	11	41
5	2	2	11	41
6	2	2	11	41
7	2	2	11	41
8	2	2	11	41
9	2	2	11	41
10	2	2	11	41
11	2	2	11	41
12	2	2	11	41
13	2	2	11	41
14	2	2	11	41
15	2	2	11	41
16	2	2	11	41
17	2	2	11	41
18	2	2	11	41
19	2	2	11	41
1	3	2	11	18
2	3	2	11	18
3	3	2	11	18
4	3	2	11	18
5	3	2	11	18
6	3	2	11	18
7	3	2	11	18
8	3	2	11	18
9	3	2	11	18
10	3	2	11	18
11	3	2	11	18
12	3	2	11	18
13	3	2	11	18
14	3	2	11	18
15	3	2	11	18
16	3	2	11	18
17	3	2	11	18
18	3	2	11	18
19	3	2	11	18
1	4	2	11	39
2	4	2	11	39
3	4	2	11	39
4	4	2	11	39
5	4	2	11	39
6	4	2	11	39
7	4	2	11	39
8	4	2	11	39
9	4	2	11	39
10	4	2	11	39
11	4	2	11	39
12	4	2	11	39
13	4	2	11	39
14	4	2	11	39
15	4	2	11	39
16	4	2	11	39
17	4	2	11	39
18	4	2	11	39
19	4	2	11	39
1	5	2	11	25
2	5	2	11	25
3	5	2	11	25
4	5	2	11	25
5	5	2	11	25
6	5	2	11	25
7	5	2	11	25
8	5	2	11	25
9	5	2	11	25
10	5	2	11	25
11	5	2	11	25
12	5	2	11	25
13	5	2	11	25
14	5	2	11	25
15	5	2	11	25
16	5	2	11	25
17	5	2	11	25
18	5	2	11	25
19	5	2	11	25
1	6	2	11	31
2	6	2	11	31
3	6	2	11	31
4	6	2	11	31
5	6	2	11	31
6	6	2	11	31
7	6	2	11	31
8	6	2	11	31
9	6	2	11	31
10	6	2	11	31
11	6	2	11	31
12	6	2	11	31
13	6	2	11	31
14	6	2	11	31
15	6	2	11	31
16	6	2	11	31
17	6	2	11	31
18	6	2	11	31
19	6	2	11	31
1	7	2	11	29
2	7	2	11	29
3	7	2	11	29
4	7	2	11	29
5	7	2	11	29
6	7	2	11	29
7	7	2	11	29
8	7	2	11	29
9	7	2	11	29
10	7	2	11	29
11	7	2	11	29
12	7	2	11	29
13	7	2	11	29
14	7	2	11	29
15	7	2	11	29
16	7	2	11	29
17	7	2	11	29
18	7	2	11	29
19	7	2	11	29
1	8	2	11	25
2	8	2	11	25
3	8	2	11	25
4	8	2	11	25
5	8	2	11	25
6	8	2	11	25
7	8	2	11	25
8	8	2	11	25
9	8	2	11	25
10	8	2	11	25
11	8	2	11	25
12	8	2	11	25
13	8	2	11	25
14	8	2	11	25
15	8	2	11	25
16	8	2	11	25
17	8	2	11	25
18	8	2	11	25
19	8	2	11	25
1	9	2	11	17
2	9	2	11	17
3	9	2	11	17
4	9	2	11	17
5	9	2	11	17
6	9	2	11	17
7	9	2	11	17
8	9	2	11	17
9	9	2	11	17
10	9	2	11	17
11	9	2	11	17
12	9	2	11	17
13	9	2	11	17
14	9	2	11	17
15	9	2	11	17
16	9	2	11	17
17	9	2	11	17
18	9	2	11	17
19	9	2	11	17
1	10	2	11	23
2	10	2	11	23
3	10	2	11	23
4	10	2	11	23
5	10	2	11	23
6	10	2	11	23
7	10	2	11	23
8	10	2	11	23
9	10	2	11	23
10	10	2	11	23
11	10	2	11	23
12	10	2	11	23
13	10	2	11	23
14	10	2	11	23
15	10	2	11	23
16	10	2	11	23
17	10	2	11	23
18	10	2	11	23
19	10	2	11	23
1	11	2	11	28
2	11	2	11	28
3	11	2	11	28
4	11	2	11	28
5	11	2	11	28
6	11	2	11	28
7	11	2	11	28
8	11	2	11	28
9	11	2	11	28
10	11	2	11	28
11	11	2	11	28
12	11	2	11	28
13	11	2	11	28
14	11	2	11	28
15	11	2	11	28
16	11	2	11	28
17	11	2	11	28
18	11	2	11	28
19	11	2	11	28
1	12	2	11	56
2	12	2	11	56
3	12	2	11	56
4	12	2	11	56
5	12	2	11	56
6	12	2	11	56
7	12	2	11	56
8	12	2	11	56
9	12	2	11	56
10	12	2	11	56
11	12	2	11	56
12	12	2	11	56
13	12	2	11	56
14	12	2	11	56
15	12	2	11	56
16	12	2	11	56
17	12	2	11	56
18	12	2	11	56
19	12	2	11	56
1	1	1	12	42
2	1	1	12	42
3	1	1	12	42
4	1	1	12	42
5	1	1	12	42
6	1	1	12	42
7	1	1	12	42
8	1	1	12	42
9	1	1	12	42
10	1	1	12	42
11	1	1	12	42
12	1	1	12	42
13	1	1	12	42
14	1	1	12	42
15	1	1	12	42
16	1	1	12	42
17	1	1	12	42
18	1	1	12	42
19	1	1	12	42
1	2	1	12	41
2	2	1	12	41
3	2	1	12	41
4	2	1	12	41
5	2	1	12	41
6	2	1	12	41
7	2	1	12	41
8	2	1	12	41
9	2	1	12	41
10	2	1	12	41
11	2	1	12	41
12	2	1	12	41
13	2	1	12	41
14	2	1	12	41
15	2	1	12	41
16	2	1	12	41
17	2	1	12	41
18	2	1	12	41
19	2	1	12	41
1	3	1	12	18
2	3	1	12	18
3	3	1	12	18
4	3	1	12	18
5	3	1	12	18
6	3	1	12	18
7	3	1	12	18
8	3	1	12	18
9	3	1	12	18
10	3	1	12	18
11	3	1	12	18
12	3	1	12	18
13	3	1	12	18
14	3	1	12	18
15	3	1	12	18
16	3	1	12	18
17	3	1	12	18
18	3	1	12	18
19	3	1	12	18
1	4	1	12	39
2	4	1	12	39
3	4	1	12	39
4	4	1	12	39
5	4	1	12	39
6	4	1	12	39
7	4	1	12	39
8	4	1	12	39
9	4	1	12	39
10	4	1	12	39
11	4	1	12	39
12	4	1	12	39
13	4	1	12	39
14	4	1	12	39
15	4	1	12	39
16	4	1	12	39
17	4	1	12	39
18	4	1	12	39
19	4	1	12	39
1	5	1	12	25
2	5	1	12	25
3	5	1	12	25
4	5	1	12	25
5	5	1	12	25
6	5	1	12	25
7	5	1	12	25
8	5	1	12	25
9	5	1	12	25
10	5	1	12	25
11	5	1	12	25
12	5	1	12	25
13	5	1	12	25
14	5	1	12	25
15	5	1	12	25
16	5	1	12	25
17	5	1	12	25
18	5	1	12	25
19	5	1	12	25
1	6	1	12	31
2	6	1	12	31
3	6	1	12	31
4	6	1	12	31
5	6	1	12	31
6	6	1	12	31
7	6	1	12	31
8	6	1	12	31
9	6	1	12	31
10	6	1	12	31
11	6	1	12	31
12	6	1	12	31
13	6	1	12	31
14	6	1	12	31
15	6	1	12	31
16	6	1	12	31
17	6	1	12	31
18	6	1	12	31
19	6	1	12	31
1	7	1	12	29
2	7	1	12	29
3	7	1	12	29
4	7	1	12	29
5	7	1	12	29
6	7	1	12	29
7	7	1	12	29
8	7	1	12	29
9	7	1	12	29
10	7	1	12	29
11	7	1	12	29
12	7	1	12	29
13	7	1	12	29
14	7	1	12	29
15	7	1	12	29
16	7	1	12	29
17	7	1	12	29
18	7	1	12	29
19	7	1	12	29
1	8	1	12	25
2	8	1	12	25
3	8	1	12	25
4	8	1	12	25
5	8	1	12	25
6	8	1	12	25
7	8	1	12	25
8	8	1	12	25
9	8	1	12	25
10	8	1	12	25
11	8	1	12	25
12	8	1	12	25
13	8	1	12	25
14	8	1	12	25
15	8	1	12	25
16	8	1	12	25
17	8	1	12	25
18	8	1	12	25
19	8	1	12	25
1	9	1	12	17
2	9	1	12	17
3	9	1	12	17
4	9	1	12	17
5	9	1	12	17
6	9	1	12	17
7	9	1	12	17
8	9	1	12	17
9	9	1	12	17
10	9	1	12	17
11	9	1	12	17
12	9	1	12	17
13	9	1	12	17
14	9	1	12	17
15	9	1	12	17
16	9	1	12	17
17	9	1	12	17
18	9	1	12	17
19	9	1	12	17
1	10	1	12	23
2	10	1	12	23
3	10	1	12	23
4	10	1	12	23
5	10	1	12	23
6	10	1	12	23
7	10	1	12	23
8	10	1	12	23
9	10	1	12	23
10	10	1	12	23
11	10	1	12	23
12	10	1	12	23
13	10	1	12	23
14	10	1	12	23
15	10	1	12	23
16	10	1	12	23
17	10	1	12	23
18	10	1	12	23
19	10	1	12	23
1	11	1	12	28
2	11	1	12	28
3	11	1	12	28
4	11	1	12	28
5	11	1	12	28
6	11	1	12	28
7	11	1	12	28
8	11	1	12	28
9	11	1	12	28
10	11	1	12	28
11	11	1	12	28
12	11	1	12	28
13	11	1	12	28
14	11	1	12	28
15	11	1	12	28
16	11	1	12	28
17	11	1	12	28
18	11	1	12	28
19	11	1	12	28
1	12	1	12	27
2	12	1	12	27
3	12	1	12	27
4	12	1	12	27
5	12	1	12	27
6	12	1	12	27
7	12	1	12	27
8	12	1	12	27
9	12	1	12	27
10	12	1	12	27
11	12	1	12	27
12	12	1	12	27
13	12	1	12	27
14	12	1	12	27
15	12	1	12	27
16	12	1	12	27
17	12	1	12	27
18	12	1	12	27
19	12	1	12	27
1	1	2	12	42
2	1	2	12	42
3	1	2	12	42
4	1	2	12	42
5	1	2	12	42
6	1	2	12	42
7	1	2	12	42
8	1	2	12	42
9	1	2	12	42
10	1	2	12	42
11	1	2	12	42
12	1	2	12	42
13	1	2	12	42
14	1	2	12	42
15	1	2	12	42
16	1	2	12	42
17	1	2	12	42
18	1	2	12	42
19	1	2	12	42
1	2	2	12	41
2	2	2	12	41
3	2	2	12	41
4	2	2	12	41
5	2	2	12	41
6	2	2	12	41
7	2	2	12	41
8	2	2	12	41
9	2	2	12	41
10	2	2	12	41
11	2	2	12	41
12	2	2	12	41
13	2	2	12	41
14	2	2	12	41
15	2	2	12	41
16	2	2	12	41
17	2	2	12	41
18	2	2	12	41
19	2	2	12	41
1	3	2	12	18
2	3	2	12	18
3	3	2	12	18
4	3	2	12	18
5	3	2	12	18
6	3	2	12	18
7	3	2	12	18
8	3	2	12	18
9	3	2	12	18
10	3	2	12	18
11	3	2	12	18
12	3	2	12	18
13	3	2	12	18
14	3	2	12	18
15	3	2	12	18
16	3	2	12	18
17	3	2	12	18
18	3	2	12	18
19	3	2	12	18
1	4	2	12	39
2	4	2	12	39
3	4	2	12	39
4	4	2	12	39
5	4	2	12	39
6	4	2	12	39
7	4	2	12	39
8	4	2	12	39
9	4	2	12	39
10	4	2	12	39
11	4	2	12	39
12	4	2	12	39
13	4	2	12	39
14	4	2	12	39
15	4	2	12	39
16	4	2	12	39
17	4	2	12	39
18	4	2	12	39
19	4	2	12	39
1	5	2	12	25
2	5	2	12	25
3	5	2	12	25
4	5	2	12	25
5	5	2	12	25
6	5	2	12	25
7	5	2	12	25
8	5	2	12	25
9	5	2	12	25
10	5	2	12	25
11	5	2	12	25
12	5	2	12	25
13	5	2	12	25
14	5	2	12	25
15	5	2	12	25
16	5	2	12	25
17	5	2	12	25
18	5	2	12	25
19	5	2	12	25
1	6	2	12	31
2	6	2	12	31
3	6	2	12	31
4	6	2	12	31
5	6	2	12	31
6	6	2	12	31
7	6	2	12	31
8	6	2	12	31
9	6	2	12	31
10	6	2	12	31
11	6	2	12	31
12	6	2	12	31
13	6	2	12	31
14	6	2	12	31
15	6	2	12	31
16	6	2	12	31
17	6	2	12	31
18	6	2	12	31
19	6	2	12	31
1	7	2	12	29
2	7	2	12	29
3	7	2	12	29
4	7	2	12	29
5	7	2	12	29
6	7	2	12	29
7	7	2	12	29
8	7	2	12	29
9	7	2	12	29
10	7	2	12	29
11	7	2	12	29
12	7	2	12	29
13	7	2	12	29
14	7	2	12	29
15	7	2	12	29
16	7	2	12	29
17	7	2	12	29
18	7	2	12	29
19	7	2	12	29
1	8	2	12	25
2	8	2	12	25
3	8	2	12	25
4	8	2	12	25
5	8	2	12	25
6	8	2	12	25
7	8	2	12	25
8	8	2	12	25
9	8	2	12	25
10	8	2	12	25
11	8	2	12	25
12	8	2	12	25
13	8	2	12	25
14	8	2	12	25
15	8	2	12	25
16	8	2	12	25
17	8	2	12	25
18	8	2	12	25
19	8	2	12	25
1	9	2	12	17
2	9	2	12	17
3	9	2	12	17
4	9	2	12	17
5	9	2	12	17
6	9	2	12	17
7	9	2	12	17
8	9	2	12	17
9	9	2	12	17
10	9	2	12	17
11	9	2	12	17
12	9	2	12	17
13	9	2	12	17
14	9	2	12	17
15	9	2	12	17
16	9	2	12	17
17	9	2	12	17
18	9	2	12	17
19	9	2	12	17
1	10	2	12	23
2	10	2	12	23
3	10	2	12	23
4	10	2	12	23
5	10	2	12	23
6	10	2	12	23
7	10	2	12	23
8	10	2	12	23
9	10	2	12	23
10	10	2	12	23
11	10	2	12	23
12	10	2	12	23
13	10	2	12	23
14	10	2	12	23
15	10	2	12	23
16	10	2	12	23
17	10	2	12	23
18	10	2	12	23
19	10	2	12	23
1	11	2	12	28
2	11	2	12	28
3	11	2	12	28
4	11	2	12	28
5	11	2	12	28
6	11	2	12	28
