site	year	rep	specie	Date
16	7	1	24	29
17	7	1	24	29
18	7	1	24	29
19	7	1	24	29
1	8	1	24	25
2	8	1	24	25
3	8	1	24	25
4	8	1	24	25
5	8	1	24	25
6	8	1	24	25
7	8	1	24	25
8	8	1	24	25
9	8	1	24	25
10	8	1	24	25
11	8	1	24	25
12	8	1	24	25
13	8	1	24	25
14	8	1	24	25
15	8	1	24	25
16	8	1	24	25
17	8	1	24	25
18	8	1	24	25
19	8	1	24	25
1	9	1	24	17
2	9	1	24	17
3	9	1	24	17
4	9	1	24	17
5	9	1	24	17
6	9	1	24	17
7	9	1	24	17
8	9	1	24	17
9	9	1	24	17
10	9	1	24	17
11	9	1	24	17
12	9	1	24	17
13	9	1	24	17
14	9	1	24	17
15	9	1	24	17
16	9	1	24	17
17	9	1	24	17
18	9	1	24	17
19	9	1	24	17
1	10	1	24	23
2	10	1	24	23
3	10	1	24	23
4	10	1	24	23
5	10	1	24	23
6	10	1	24	23
7	10	1	24	23
8	10	1	24	23
9	10	1	24	23
10	10	1	24	23
11	10	1	24	23
12	10	1	24	23
13	10	1	24	23
14	10	1	24	23
15	10	1	24	23
16	10	1	24	23
17	10	1	24	23
18	10	1	24	23
19	10	1	24	23
1	11	1	24	28
2	11	1	24	28
3	11	1	24	28
4	11	1	24	28
5	11	1	24	28
6	11	1	24	28
7	11	1	24	28
8	11	1	24	28
9	11	1	24	28
10	11	1	24	28
11	11	1	24	28
12	11	1	24	28
13	11	1	24	28
14	11	1	24	28
15	11	1	24	28
16	11	1	24	28
17	11	1	24	28
18	11	1	24	28
19	11	1	24	28
1	12	1	24	27
2	12	1	24	27
3	12	1	24	27
4	12	1	24	27
5	12	1	24	27
6	12	1	24	27
7	12	1	24	27
8	12	1	24	27
9	12	1	24	27
10	12	1	24	27
11	12	1	24	27
12	12	1	24	27
13	12	1	24	27
14	12	1	24	27
15	12	1	24	27
16	12	1	24	27
17	12	1	24	27
18	12	1	24	27
19	12	1	24	27
1	1	2	24	42
2	1	2	24	42
3	1	2	24	42
4	1	2	24	42
5	1	2	24	42
6	1	2	24	42
7	1	2	24	42
8	1	2	24	42
9	1	2	24	42
10	1	2	24	42
11	1	2	24	42
12	1	2	24	42
13	1	2	24	42
14	1	2	24	42
15	1	2	24	42
16	1	2	24	42
17	1	2	24	42
18	1	2	24	42
19	1	2	24	42
1	2	2	24	41
2	2	2	24	41
3	2	2	24	41
4	2	2	24	41
5	2	2	24	41
6	2	2	24	41
7	2	2	24	41
8	2	2	24	41
9	2	2	24	41
10	2	2	24	41
11	2	2	24	41
12	2	2	24	41
13	2	2	24	41
14	2	2	24	41
15	2	2	24	41
16	2	2	24	41
17	2	2	24	41
18	2	2	24	41
19	2	2	24	41
1	3	2	24	18
2	3	2	24	18
3	3	2	24	18
4	3	2	24	18
5	3	2	24	18
6	3	2	24	18
7	3	2	24	18
8	3	2	24	18
9	3	2	24	18
10	3	2	24	18
11	3	2	24	18
12	3	2	24	18
13	3	2	24	18
14	3	2	24	18
15	3	2	24	18
16	3	2	24	18
17	3	2	24	18
18	3	2	24	18
19	3	2	24	18
1	4	2	24	39
2	4	2	24	39
3	4	2	24	39
4	4	2	24	39
5	4	2	24	39
6	4	2	24	39
7	4	2	24	39
8	4	2	24	39
9	4	2	24	39
10	4	2	24	39
11	4	2	24	39
12	4	2	24	39
13	4	2	24	39
14	4	2	24	39
15	4	2	24	39
16	4	2	24	39
17	4	2	24	39
18	4	2	24	39
19	4	2	24	39
1	5	2	24	25
2	5	2	24	25
3	5	2	24	25
4	5	2	24	25
5	5	2	24	25
6	5	2	24	25
7	5	2	24	25
8	5	2	24	25
9	5	2	24	25
10	5	2	24	25
11	5	2	24	25
12	5	2	24	25
13	5	2	24	25
14	5	2	24	25
15	5	2	24	25
16	5	2	24	25
17	5	2	24	25
18	5	2	24	25
19	5	2	24	25
1	6	2	24	31
2	6	2	24	31
3	6	2	24	31
4	6	2	24	31
5	6	2	24	31
6	6	2	24	31
7	6	2	24	31
8	6	2	24	31
9	6	2	24	31
10	6	2	24	31
11	6	2	24	31
12	6	2	24	31
13	6	2	24	31
14	6	2	24	31
15	6	2	24	31
16	6	2	24	31
17	6	2	24	31
18	6	2	24	31
19	6	2	24	31
1	7	2	24	29
2	7	2	24	29
3	7	2	24	29
4	7	2	24	29
5	7	2	24	29
6	7	2	24	29
7	7	2	24	29
8	7	2	24	29
9	7	2	24	29
10	7	2	24	29
11	7	2	24	29
12	7	2	24	29
13	7	2	24	29
14	7	2	24	29
15	7	2	24	29
16	7	2	24	29
17	7	2	24	29
18	7	2	24	29
19	7	2	24	29
1	8	2	24	25
2	8	2	24	25
3	8	2	24	25
4	8	2	24	25
5	8	2	24	25
6	8	2	24	25
7	8	2	24	25
8	8	2	24	25
9	8	2	24	25
10	8	2	24	25
11	8	2	24	25
12	8	2	24	25
13	8	2	24	25
14	8	2	24	25
15	8	2	24	25
16	8	2	24	25
17	8	2	24	25
18	8	2	24	25
19	8	2	24	25
1	9	2	24	17
2	9	2	24	17
3	9	2	24	17
4	9	2	24	17
5	9	2	24	17
6	9	2	24	17
7	9	2	24	17
8	9	2	24	17
9	9	2	24	17
10	9	2	24	17
11	9	2	24	17
12	9	2	24	17
13	9	2	24	17
14	9	2	24	17
15	9	2	24	17
16	9	2	24	17
17	9	2	24	17
18	9	2	24	17
19	9	2	24	17
1	10	2	24	23
2	10	2	24	23
3	10	2	24	23
4	10	2	24	23
5	10	2	24	23
6	10	2	24	23
7	10	2	24	23
8	10	2	24	23
9	10	2	24	23
10	10	2	24	23
11	10	2	24	23
12	10	2	24	23
13	10	2	24	23
14	10	2	24	23
15	10	2	24	23
16	10	2	24	23
17	10	2	24	23
18	10	2	24	23
19	10	2	24	23
1	11	2	24	28
2	11	2	24	28
3	11	2	24	28
4	11	2	24	28
5	11	2	24	28
6	11	2	24	28
7	11	2	24	28
8	11	2	24	28
9	11	2	24	28
10	11	2	24	28
11	11	2	24	28
12	11	2	24	28
13	11	2	24	28
14	11	2	24	28
15	11	2	24	28
16	11	2	24	28
17	11	2	24	28
18	11	2	24	28
19	11	2	24	28
1	12	2	24	56
2	12	2	24	56
3	12	2	24	56
4	12	2	24	56
5	12	2	24	56
6	12	2	24	56
7	12	2	24	56
8	12	2	24	56
9	12	2	24	56
10	12	2	24	56
11	12	2	24	56
12	12	2	24	56
13	12	2	24	56
14	12	2	24	56
15	12	2	24	56
16	12	2	24	56
17	12	2	24	56
18	12	2	24	56
19	12	2	24	56
1	1	1	25	42
2	1	1	25	42
3	1	1	25	42
4	1	1	25	42
5	1	1	25	42
6	1	1	25	42
7	1	1	25	42
8	1	1	25	42
9	1	1	25	42
10	1	1	25	42
11	1	1	25	42
12	1	1	25	42
13	1	1	25	42
14	1	1	25	42
15	1	1	25	42
16	1	1	25	42
17	1	1	25	42
18	1	1	25	42
19	1	1	25	42
1	2	1	25	41
2	2	1	25	41
3	2	1	25	41
4	2	1	25	41
5	2	1	25	41
6	2	1	25	41
7	2	1	25	41
8	2	1	25	41
9	2	1	25	41
10	2	1	25	41
11	2	1	25	41
12	2	1	25	41
13	2	1	25	41
14	2	1	25	41
15	2	1	25	41
16	2	1	25	41
17	2	1	25	41
18	2	1	25	41
19	2	1	25	41
1	3	1	25	18
2	3	1	25	18
3	3	1	25	18
4	3	1	25	18
5	3	1	25	18
6	3	1	25	18
7	3	1	25	18
8	3	1	25	18
9	3	1	25	18
10	3	1	25	18
11	3	1	25	18
12	3	1	25	18
13	3	1	25	18
14	3	1	25	18
15	3	1	25	18
16	3	1	25	18
17	3	1	25	18
18	3	1	25	18
19	3	1	25	18
1	4	1	25	39
2	4	1	25	39
3	4	1	25	39
4	4	1	25	39
5	4	1	25	39
6	4	1	25	39
7	4	1	25	39
8	4	1	25	39
9	4	1	25	39
10	4	1	25	39
11	4	1	25	39
12	4	1	25	39
13	4	1	25	39
14	4	1	25	39
15	4	1	25	39
16	4	1	25	39
17	4	1	25	39
18	4	1	25	39
19	4	1	25	39
1	5	1	25	25
2	5	1	25	25
3	5	1	25	25
4	5	1	25	25
5	5	1	25	25
6	5	1	25	25
7	5	1	25	25
8	5	1	25	25
9	5	1	25	25
10	5	1	25	25
11	5	1	25	25
12	5	1	25	25
13	5	1	25	25
14	5	1	25	25
15	5	1	25	25
16	5	1	25	25
17	5	1	25	25
18	5	1	25	25
19	5	1	25	25
1	6	1	25	31
2	6	1	25	31
3	6	1	25	31
4	6	1	25	31
5	6	1	25	31
6	6	1	25	31
7	6	1	25	31
8	6	1	25	31
9	6	1	25	31
10	6	1	25	31
11	6	1	25	31
12	6	1	25	31
13	6	1	25	31
14	6	1	25	31
15	6	1	25	31
16	6	1	25	31
17	6	1	25	31
18	6	1	25	31
19	6	1	25	31
1	7	1	25	29
2	7	1	25	29
3	7	1	25	29
4	7	1	25	29
5	7	1	25	29
6	7	1	25	29
7	7	1	25	29
8	7	1	25	29
9	7	1	25	29
10	7	1	25	29
11	7	1	25	29
12	7	1	25	29
13	7	1	25	29
14	7	1	25	29
15	7	1	25	29
16	7	1	25	29
17	7	1	25	29
18	7	1	25	29
19	7	1	25	29
1	8	1	25	25
2	8	1	25	25
3	8	1	25	25
4	8	1	25	25
5	8	1	25	25
6	8	1	25	25
7	8	1	25	25
8	8	1	25	25
9	8	1	25	25
10	8	1	25	25
11	8	1	25	25
12	8	1	25	25
13	8	1	25	25
14	8	1	25	25
15	8	1	25	25
16	8	1	25	25
17	8	1	25	25
18	8	1	25	25
19	8	1	25	25
1	9	1	25	17
2	9	1	25	17
3	9	1	25	17
4	9	1	25	17
5	9	1	25	17
6	9	1	25	17
7	9	1	25	17
8	9	1	25	17
9	9	1	25	17
10	9	1	25	17
11	9	1	25	17
12	9	1	25	17
13	9	1	25	17
14	9	1	25	17
15	9	1	25	17
16	9	1	25	17
17	9	1	25	17
18	9	1	25	17
19	9	1	25	17
1	10	1	25	23
2	10	1	25	23
3	10	1	25	23
4	10	1	25	23
5	10	1	25	23
6	10	1	25	23
7	10	1	25	23
8	10	1	25	23
9	10	1	25	23
10	10	1	25	23
11	10	1	25	23
12	10	1	25	23
13	10	1	25	23
14	10	1	25	23
15	10	1	25	23
16	10	1	25	23
17	10	1	25	23
18	10	1	25	23
19	10	1	25	23
1	11	1	25	28
2	11	1	25	28
3	11	1	25	28
4	11	1	25	28
5	11	1	25	28
6	11	1	25	28
7	11	1	25	28
8	11	1	25	28
9	11	1	25	28
10	11	1	25	28
11	11	1	25	28
12	11	1	25	28
13	11	1	25	28
14	11	1	25	28
15	11	1	25	28
16	11	1	25	28
17	11	1	25	28
18	11	1	25	28
19	11	1	25	28
1	12	1	25	27
2	12	1	25	27
3	12	1	25	27
4	12	1	25	27
5	12	1	25	27
6	12	1	25	27
7	12	1	25	27
8	12	1	25	27
9	12	1	25	27
10	12	1	25	27
11	12	1	25	27
12	12	1	25	27
13	12	1	25	27
14	12	1	25	27
15	12	1	25	27
16	12	1	25	27
17	12	1	25	27
18	12	1	25	27
19	12	1	25	27
1	1	2	25	42
2	1	2	25	42
3	1	2	25	42
4	1	2	25	42
5	1	2	25	42
6	1	2	25	42
7	1	2	25	42
8	1	2	25	42
9	1	2	25	42
10	1	2	25	42
11	1	2	25	42
12	1	2	25	42
13	1	2	25	42
14	1	2	25	42
15	1	2	25	42
16	1	2	25	42
17	1	2	25	42
18	1	2	25	42
19	1	2	25	42
1	2	2	25	41
2	2	2	25	41
3	2	2	25	41
4	2	2	25	41
5	2	2	25	41
6	2	2	25	41
7	2	2	25	41
8	2	2	25	41
9	2	2	25	41
10	2	2	25	41
11	2	2	25	41
12	2	2	25	41
13	2	2	25	41
14	2	2	25	41
15	2	2	25	41
16	2	2	25	41
17	2	2	25	41
18	2	2	25	41
19	2	2	25	41
1	3	2	25	18
2	3	2	25	18
3	3	2	25	18
4	3	2	25	18
5	3	2	25	18
6	3	2	25	18
7	3	2	25	18
8	3	2	25	18
9	3	2	25	18
10	3	2	25	18
11	3	2	25	18
12	3	2	25	18
13	3	2	25	18
14	3	2	25	18
15	3	2	25	18
16	3	2	25	18
17	3	2	25	18
18	3	2	25	18
19	3	2	25	18
1	4	2	25	39
2	4	2	25	39
3	4	2	25	39
4	4	2	25	39
5	4	2	25	39
6	4	2	25	39
7	4	2	25	39
8	4	2	25	39
9	4	2	25	39
10	4	2	25	39
11	4	2	25	39
12	4	2	25	39
13	4	2	25	39
14	4	2	25	39
15	4	2	25	39
16	4	2	25	39
17	4	2	25	39
18	4	2	25	39
19	4	2	25	39
1	5	2	25	25
2	5	2	25	25
3	5	2	25	25
4	5	2	25	25
5	5	2	25	25
6	5	2	25	25
7	5	2	25	25
8	5	2	25	25
9	5	2	25	25
10	5	2	25	25
11	5	2	25	25
12	5	2	25	25
13	5	2	25	25
14	5	2	25	25
15	5	2	25	25
16	5	2	25	25
17	5	2	25	25
18	5	2	25	25
19	5	2	25	25
1	6	2	25	31
2	6	2	25	31
3	6	2	25	31
4	6	2	25	31
5	6	2	25	31
6	6	2	25	31
7	6	2	25	31
8	6	2	25	31
9	6	2	25	31
10	6	2	25	31
11	6	2	25	31
12	6	2	25	31
13	6	2	25	31
14	6	2	25	31
15	6	2	25	31
16	6	2	25	31
17	6	2	25	31
18	6	2	25	31
19	6	2	25	31
1	7	2	25	29
2	7	2	25	29
3	7	2	25	29
4	7	2	25	29
5	7	2	25	29
6	7	2	25	29
7	7	2	25	29
8	7	2	25	29
9	7	2	25	29
10	7	2	25	29
11	7	2	25	29
12	7	2	25	29
13	7	2	25	29
14	7	2	25	29
15	7	2	25	29
16	7	2	25	29
17	7	2	25	29
18	7	2	25	29
19	7	2	25	29
1	8	2	25	25
2	8	2	25	25
3	8	2	25	25
4	8	2	25	25
5	8	2	25	25
6	8	2	25	25
7	8	2	25	25
8	8	2	25	25
9	8	2	25	25
10	8	2	25	25
11	8	2	25	25
12	8	2	25	25
13	8	2	25	25
14	8	2	25	25
15	8	2	25	25
16	8	2	25	25
17	8	2	25	25
18	8	2	25	25
19	8	2	25	25
1	9	2	25	17
2	9	2	25	17
3	9	2	25	17
4	9	2	25	17
5	9	2	25	17
6	9	2	25	17
7	9	2	25	17
8	9	2	25	17
9	9	2	25	17
10	9	2	25	17
11	9	2	25	17
12	9	2	25	17
13	9	2	25	17
14	9	2	25	17
15	9	2	25	17
16	9	2	25	17
17	9	2	25	17
18	9	2	25	17
19	9	2	25	17
1	10	2	25	23
2	10	2	25	23
3	10	2	25	23
4	10	2	25	23
5	10	2	25	23
6	10	2	25	23
7	10	2	25	23
8	10	2	25	23
9	10	2	25	23
10	10	2	25	23
11	10	2	25	23
12	10	2	25	23
13	10	2	25	23
14	10	2	25	23
15	10	2	25	23
16	10	2	25	23
17	10	2	25	23
18	10	2	25	23
19	10	2	25	23
1	11	2	25	28
2	11	2	25	28
3	11	2	25	28
4	11	2	25	28
5	11	2	25	28
6	11	2	25	28
7	11	2	25	28
8	11	2	25	28
9	11	2	25	28
10	11	2	25	28
11	11	2	25	28
12	11	2	25	28
13	11	2	25	28
14	11	2	25	28
15	11	2	25	28
16	11	2	25	28
17	11	2	25	28
18	11	2	25	28
19	11	2	25	28
1	12	2	25	56
2	12	2	25	56
3	12	2	25	56
4	12	2	25	56
5	12	2	25	56
6	12	2	25	56
7	12	2	25	56
8	12	2	25	56
9	12	2	25	56
10	12	2	25	56
11	12	2	25	56
12	12	2	25	56
13	12	2	25	56
14	12	2	25	56
15	12	2	25	56
16	12	2	25	56
17	12	2	25	56
18	12	2	25	56
19	12	2	25	56
1	1	1	26	42
2	1	1	26	42
3	1	1	26	42
4	1	1	26	42
5	1	1	26	42
6	1	1	26	42
7	1	1	26	42
8	1	1	26	42
9	1	1	26	42
10	1	1	26	42
11	1	1	26	42
12	1	1	26	42
13	1	1	26	42
14	1	1	26	42
15	1	1	26	42
16	1	1	26	42
17	1	1	26	42
18	1	1	26	42
19	1	1	26	42
1	2	1	26	41
2	2	1	26	41
3	2	1	26	41
4	2	1	26	41
5	2	1	26	41
6	2	1	26	41
7	2	1	26	41
8	2	1	26	41
9	2	1	26	41
10	2	1	26	41
11	2	1	26	41
12	2	1	26	41
13	2	1	26	41
14	2	1	26	41
15	2	1	26	41
16	2	1	26	41
17	2	1	26	41
18	2	1	26	41
19	2	1	26	41
1	3	1	26	18
2	3	1	26	18
3	3	1	26	18
4	3	1	26	18
5	3	1	26	18
6	3	1	26	18
7	3	1	26	18
8	3	1	26	18
9	3	1	26	18
10	3	1	26	18
11	3	1	26	18
12	3	1	26	18
13	3	1	26	18
14	3	1	26	18
15	3	1	26	18
16	3	1	26	18
17	3	1	26	18
18	3	1	26	18
19	3	1	26	18
1	4	1	26	39
2	4	1	26	39
3	4	1	26	39
4	4	1	26	39
5	4	1	26	39
6	4	1	26	39
7	4	1	26	39
8	4	1	26	39
9	4	1	26	39
10	4	1	26	39
11	4	1	26	39
12	4	1	26	39
13	4	1	26	39
14	4	1	26	39
15	4	1	26	39
16	4	1	26	39
17	4	1	26	39
18	4	1	26	39
19	4	1	26	39
1	5	1	26	25
2	5	1	26	25
3	5	1	26	25
4	5	1	26	25
5	5	1	26	25
6	5	1	26	25
7	5	1	26	25
8	5	1	26	25
9	5	1	26	25
10	5	1	26	25
11	5	1	26	25
12	5	1	26	25
13	5	1	26	25
14	5	1	26	25
15	5	1	26	25
16	5	1	26	25
17	5	1	26	25
18	5	1	26	25
19	5	1	26	25
1	6	1	26	31
2	6	1	26	31
3	6	1	26	31
4	6	1	26	31
5	6	1	26	31
6	6	1	26	31
7	6	1	26	31
8	6	1	26	31
9	6	1	26	31
10	6	1	26	31
11	6	1	26	31
12	6	1	26	31
13	6	1	26	31
14	6	1	26	31
15	6	1	26	31
16	6	1	26	31
17	6	1	26	31
18	6	1	26	31
19	6	1	26	31
1	7	1	26	29
2	7	1	26	29
3	7	1	26	29
4	7	1	26	29
5	7	1	26	29
6	7	1	26	29
7	7	1	26	29
8	7	1	26	29
9	7	1	26	29
10	7	1	26	29
11	7	1	26	29
12	7	1	26	29
13	7	1	26	29
14	7	1	26	29
15	7	1	26	29
16	7	1	26	29
17	7	1	26	29
18	7	1	26	29
19	7	1	26	29
1	8	1	26	25
2	8	1	26	25
3	8	1	26	25
4	8	1	26	25
5	8	1	26	25
6	8	1	26	25
7	8	1	26	25
8	8	1	26	25
9	8	1	26	25
10	8	1	26	25
11	8	1	26	25
12	8	1	26	25
13	8	1	26	25
14	8	1	26	25
15	8	1	26	25
16	8	1	26	25
17	8	1	26	25
18	8	1	26	25
19	8	1	26	25
1	9	1	26	17
2	9	1	26	17
3	9	1	26	17
4	9	1	26	17
5	9	1	26	17
6	9	1	26	17
7	9	1	26	17
8	9	1	26	17
9	9	1	26	17
10	9	1	26	17
11	9	1	26	17
12	9	1	26	17
13	9	1	26	17
14	9	1	26	17
15	9	1	26	17
16	9	1	26	17
17	9	1	26	17
18	9	1	26	17
19	9	1	26	17
1	10	1	26	23
2	10	1	26	23
3	10	1	26	23
4	10	1	26	23
5	10	1	26	23
6	10	1	26	23
7	10	1	26	23
8	10	1	26	23
9	10	1	26	23
10	10	1	26	23
11	10	1	26	23
12	10	1	26	23
13	10	1	26	23
14	10	1	26	23
15	10	1	26	23
16	10	1	26	23
17	10	1	26	23
18	10	1	26	23
19	10	1	26	23
1	11	1	26	28
2	11	1	26	28
3	11	1	26	28
4	11	1	26	28
5	11	1	26	28
6	11	1	26	28
7	11	1	26	28
8	11	1	26	28
9	11	1	26	28
10	11	1	26	28
11	11	1	26	28
12	11	1	26	28
13	11	1	26	28
14	11	1	26	28
15	11	1	26	28
16	11	1	26	28
17	11	1	26	28
18	11	1	26	28
19	11	1	26	28
1	12	1	26	27
2	12	1	26	27
3	12	1	26	27
4	12	1	26	27
5	12	1	26	27
6	12	1	26	27
7	12	1	26	27
8	12	1	26	27
9	12	1	26	27
10	12	1	26	27
11	12	1	26	27
12	12	1	26	27
13	12	1	26	27
14	12	1	26	27
15	12	1	26	27
16	12	1	26	27
17	12	1	26	27
18	12	1	26	27
19	12	1	26	27
1	1	2	26	42
2	1	2	26	42
3	1	2	26	42
4	1	2	26	42
5	1	2	26	42
6	1	2	26	42
7	1	2	26	42
8	1	2	26	42
9	1	2	26	42
10	1	2	26	42
11	1	2	26	42
12	1	2	26	42
13	1	2	26	42
14	1	2	26	42
15	1	2	26	42
16	1	2	26	42
17	1	2	26	42
18	1	2	26	42
19	1	2	26	42
1	2	2	26	41
2	2	2	26	41
3	2	2	26	41
4	2	2	26	41
5	2	2	26	41
6	2	2	26	41
7	2	2	26	41
8	2	2	26	41
9	2	2	26	41
10	2	2	26	41
11	2	2	26	41
12	2	2	26	41
13	2	2	26	41
14	2	2	26	41
15	2	2	26	41
16	2	2	26	41
17	2	2	26	41
18	2	2	26	41
19	2	2	26	41
1	3	2	26	18
2	3	2	26	18
3	3	2	26	18
4	3	2	26	18
5	3	2	26	18
6	3	2	26	18
7	3	2	26	18
8	3	2	26	18
9	3	2	26	18
10	3	2	26	18
11	3	2	26	18
12	3	2	26	18
13	3	2	26	18
14	3	2	26	18
15	3	2	26	18
16	3	2	26	18
17	3	2	26	18
18	3	2	26	18
19	3	2	26	18
1	4	2	26	39
2	4	2	26	39
3	4	2	26	39
4	4	2	26	39
5	4	2	26	39
6	4	2	26	39
7	4	2	26	39
8	4	2	26	39
9	4	2	26	39
10	4	2	26	39
11	4	2	26	39
12	4	2	26	39
13	4	2	26	39
14	4	2	26	39
15	4	2	26	39
16	4	2	26	39
17	4	2	26	39
18	4	2	26	39
19	4	2	26	39
1	5	2	26	25
2	5	2	26	25
3	5	2	26	25
4	5	2	26	25
5	5	2	26	25
6	5	2	26	25
7	5	2	26	25
8	5	2	26	25
9	5	2	26	25
10	5	2	26	25
11	5	2	26	25
12	5	2	26	25
13	5	2	26	25
14	5	2	26	25
15	5	2	26	25
16	5	2	26	25
17	5	2	26	25
18	5	2	26	25
19	5	2	26	25
1	6	2	26	31
2	6	2	26	31
3	6	2	26	31
4	6	2	26	31
5	6	2	26	31
6	6	2	26	31
7	6	2	26	31
8	6	2	26	31
9	6	2	26	31
10	6	2	26	31
11	6	2	26	31
12	6	2	26	31
13	6	2	26	31
14	6	2	26	31
15	6	2	26	31
16	6	2	26	31
17	6	2	26	31
18	6	2	26	31
19	6	2	26	31
1	7	2	26	29
2	7	2	26	29
3	7	2	26	29
4	7	2	26	29
5	7	2	26	29
6	7	2	26	29
7	7	2	26	29
8	7	2	26	29
9	7	2	26	29
10	7	2	26	29
11	7	2	26	29
12	7	2	26	29
13	7	2	26	29
14	7	2	26	29
15	7	2	26	29
16	7	2	26	29
17	7	2	26	29
18	7	2	26	29
19	7	2	26	29
1	8	2	26	25
2	8	2	26	25
3	8	2	26	25
4	8	2	26	25
5	8	2	26	25
6	8	2	26	25
7	8	2	26	25
8	8	2	26	25
9	8	2	26	25
10	8	2	26	25
11	8	2	26	25
12	8	2	26	25
13	8	2	26	25
14	8	2	26	25
15	8	2	26	25
16	8	2	26	25
17	8	2	26	25
18	8	2	26	25
19	8	2	26	25
1	9	2	26	17
2	9	2	26	17
3	9	2	26	17
4	9	2	26	17
5	9	2	26	17
6	9	2	26	17
7	9	2	26	17
8	9	2	26	17
9	9	2	26	17
10	9	2	26	17
11	9	2	26	17
12	9	2	26	17
13	9	2	26	17
14	9	2	26	17
15	9	2	26	17
16	9	2	26	17
17	9	2	26	17
18	9	2	26	17
19	9	2	26	17
1	10	2	26	23
2	10	2	26	23
3	10	2	26	23
4	10	2	26	23
5	10	2	26	23
6	10	2	26	23
7	10	2	26	23
8	10	2	26	23
9	10	2	26	23
10	10	2	26	23
11	10	2	26	23
12	10	2	26	23
13	10	2	26	23
14	10	2	26	23
15	10	2	26	23
16	10	2	26	23
17	10	2	26	23
18	10	2	26	23
19	10	2	26	23
1	11	2	26	28
2	11	2	26	28
3	11	2	26	28
4	11	2	26	28
5	11	2	26	28
6	11	2	26	28
7	11	2	26	28
8	11	2	26	28
9	11	2	26	28
10	11	2	26	28
11	11	2	26	28
12	11	2	26	28
13	11	2	26	28
14	11	2	26	28
15	11	2	26	28
16	11	2	26	28
17	11	2	26	28
18	11	2	26	28
19	11	2	26	28
1	12	2	26	56
2	12	2	26	56
3	12	2	26	56
4	12	2	26	56
5	12	2	26	56
6	12	2	26	56
7	12	2	26	56
8	12	2	26	56
9	12	2	26	56
10	12	2	26	56
11	12	2	26	56
12	12	2	26	56
13	12	2	26	56
14	12	2	26	56
15	12	2	26	56
16	12	2	26	56
17	12	2	26	56
18	12	2	26	56
19	12	2	26	56
1	1	1	27	42
2	1	1	27	42
3	1	1	27	42
4	1	1	27	42
5	1	1	27	42
6	1	1	27	42
7	1	1	27	42
8	1	1	27	42
9	1	1	27	42
10	1	1	27	42
11	1	1	27	42
12	1	1	27	42
13	1	1	27	42
14	1	1	27	42
15	1	1	27	42
16	1	1	27	42
17	1	1	27	42
18	1	1	27	42
19	1	1	27	42
1	2	1	27	41
2	2	1	27	41
3	2	1	27	41
4	2	1	27	41
5	2	1	27	41
6	2	1	27	41
7	2	1	27	41
8	2	1	27	41
9	2	1	27	41
10	2	1	27	41
11	2	1	27	41
12	2	1	27	41
13	2	1	27	41
14	2	1	27	41
15	2	1	27	41
16	2	1	27	41
17	2	1	27	41
18	2	1	27	41
19	2	1	27	41
1	3	1	27	18
2	3	1	27	18
3	3	1	27	18
4	3	1	27	18
5	3	1	27	18
6	3	1	27	18
7	3	1	27	18
8	3	1	27	18
9	3	1	27	18
10	3	1	27	18
11	3	1	27	18
12	3	1	27	18
13	3	1	27	18
14	3	1	27	18
15	3	1	27	18
16	3	1	27	18
17	3	1	27	18
18	3	1	27	18
19	3	1	27	18
1	4	1	27	39
2	4	1	27	39
3	4	1	27	39
4	4	1	27	39
5	4	1	27	39
6	4	1	27	39
7	4	1	27	39
8	4	1	27	39
9	4	1	27	39
10	4	1	27	39
11	4	1	27	39
12	4	1	27	39
13	4	1	27	39
14	4	1	27	39
15	4	1	27	39
16	4	1	27	39
17	4	1	27	39
18	4	1	27	39
19	4	1	27	39
1	5	1	27	25
2	5	1	27	25
3	5	1	27	25
4	5	1	27	25
5	5	1	27	25
6	5	1	27	25
7	5	1	27	25
8	5	1	27	25
9	5	1	27	25
10	5	1	27	25
11	5	1	27	25
12	5	1	27	25
13	5	1	27	25
14	5	1	27	25
15	5	1	27	25
16	5	1	27	25
17	5	1	27	25
18	5	1	27	25
19	5	1	27	25
1	6	1	27	31
2	6	1	27	31
3	6	1	27	31
4	6	1	27	31
5	6	1	27	31
6	6	1	27	31
7	6	1	27	31
8	6	1	27	31
9	6	1	27	31
10	6	1	27	31
11	6	1	27	31
12	6	1	27	31
13	6	1	27	31
14	6	1	27	31
15	6	1	27	31
16	6	1	27	31
17	6	1	27	31
18	6	1	27	31
19	6	1	27	31
1	7	1	27	29
2	7	1	27	29
3	7	1	27	29
4	7	1	27	29
5	7	1	27	29
6	7	1	27	29
7	7	1	27	29
8	7	1	27	29
9	7	1	27	29
10	7	1	27	29
11	7	1	27	29
12	7	1	27	29
13	7	1	27	29
14	7	1	27	29
15	7	1	27	29
16	7	1	27	29
17	7	1	27	29
18	7	1	27	29
19	7	1	27	29
1	8	1	27	25
2	8	1	27	25
3	8	1	27	25
4	8	1	27	25
5	8	1	27	25
6	8	1	27	25
7	8	1	27	25
8	8	1	27	25
9	8	1	27	25
10	8	1	27	25
11	8	1	27	25
12	8	1	27	25
13	8	1	27	25
14	8	1	27	25
15	8	1	27	25
16	8	1	27	25
17	8	1	27	25
18	8	1	27	25
19	8	1	27	25
1	9	1	27	17
2	9	1	27	17
3	9	1	27	17
4	9	1	27	17
5	9	1	27	17
6	9	1	27	17
7	9	1	27	17
